2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01
GNS,ICL1,ESG,CMW,CDD,ENV,CZA,CHC,CZA,BTU,IGR,ACR,GBG,SAR,IGR,CHC,PMV,GBG,SLX,IDL,AQA,WTF,IDL,MXG,NST,HZN,TRS,NWH,AQA,BRU,EVN,HZN,PRU,PRU,SGP,SGP,WRT,ORI,SGP,SYD,SGP,SYD,SGP,SGP,SGP,AGL,SGP,SGP,AZJ,SYD,SYD,SGP,GMG,GMG,SYD,AZJ,AZJ,GMG,GMG,APA,NCM,NCM,GMG,GMG,VCX,GMG,GMG,SGP,SGP,AGL,AGL,IAG,SYD,SYD,S32,IAG,S32,ALL,ALL,BXB,WFD,QBE,WFD,AMP,ALL,AMP,SYD,AMP,GMG,BXB,BXB,AGL,TWE,ORG,ORG,COL,AGL,COL,AGL,AGL,AGL,ASX,ASX,S32,COL,FMG,FMG,ASX,AMC,IAG,ASX,APA,APA,SYD,IAG,AMC,AMC,AMC,COH,ASX,SCG,SCG,COH,SCG,COH,XRO,QBE,COH,QBE,S32,S32,QBE,XRO
SLX,SLX,RSG,ESG,AOG,PMV,CHC,ARB,PMV,IGR,CHC,EWC,PMV,CHC,EWC,PMV,CZA,IMD,IIN,EWC,IDL,GWA,SKE,SCP,HZN,SCP,SCP,MXG,MGX,SMX,EWC,BRU,ASL,ASL,GMG,FMG,ORI,AGL,ORI,SGP,AGL,SGP,SYD,GMG,GMG,SGP,GMG,GMG,SGP,NCM,GMG,AZJ,APA,AZJ,AGL,AGL,APA,NCM,APA,ORG,GMG,SGP,VCX,VCX,GMG,SGP,SGP,GMG,GMG,SGP,SGP,SGP,ORG,ORG,GMG,ORG,GMG,S32,S32,ALL,ALL,ALL,AMP,QBE,AMP,AGL,AGL,AGL,AGL,QBE,QBE,QBE,ORG,AGL,AGL,AGL,COL,AGL,ASX,ASX,ASX,COL,FMG,COL,DXS,AMC,AMC,AMC,ASX,SUN,SUN,QBE,QBE,A2M,APA,APA,JHX,COH,AMC,QBE,ASX,ASX,XRO,QBE,QBE,COH,SYD,QBE,ASX,SUN,ASX,S32,ASX
WTF,SUL,SXL,CHC,CMW,CHC,GBG,CZA,WTF,MMS,MMS,SFR,ACR,GBG,TEN,TPG,WTF,PMV,PMV,CDU,ALG,AQA,SLX,SLX,AQP,DML,AQP,TRS,AOG,AQP,ROC1,AQA,BRU,BRU,AGL,ORI,AGL,SGP,NCM,AGL,SYD,GMG,GMG,SYD,SYD,GMG,AGL,SYD,LLC,SGP,APA,NCM,SGP,AGL,NCM,APA,FDC,APA,FDC,OSH,APA,GMG,CTX,SGP,SGP,VCX,VCX,VCX,RHC,GMG,GMG,AZJ,GMG,FMG,ORG,GMG,ORG,ORG,GMG,GMG,ORG,ORG,ORG,ALL,QBE,QBE,QBE,GMG,QBE,TWE,TWE,TWE,AGL,STO,STO,ASX,ASX,ORG,ORG,COL,COL,DXS,COL,FMG,FMG,ORG,STO,ORG,ORG,STO,DXS,SUN,SCG,SHL,QBE,JHX,COH,QBE,XRO,SCG,AMC,COH,QBE,COH,ASX,ASX,ASX,ASX,SUN,ASX,SCG,SCG,QBE
CHC,CDD,CDD,ERA,CZA,CZA,ARB,HT1,SUL,TPG,PMV,CHC,IMD,IGR,MAH,WTF,CMJ,CPL,CDU,PMV,PMV,ALG,MDL,PXS,EHL,SKE,EHL,SLX,SLX,ASL,SMX,MXG,MXG,MXG,FMG,GMG,SGP,FMG,AGL,FMG,GMG,AGL,AGL,NCM,NCM,SYD,SYD,AGL,AGL,AGL,AZJ,AGL,AZJ,NCM,FDC,FDC,SGP,FDC,ORG,GMG,SGP,VCX,SGP,APA,APA,ORG,APA,AZJ,VCX,VCX,AZJ,GMG,SGP,GMG,FMG,SGP,ALL,GMG,ORG,ORG,GMG,GMG,GMG,GMG,GMG,GMG,GMG,QBE,TWE,ASX,ASX,ASX,ASX,TWE,ASX,ORG,ORG,ASX,COL,DXS,ORG,FMG,DXS,DXS,S32,STO,ORG,STO,STO,SHL,SHL,AGL,SHL,RHC,SYD,COH,A2M,RHC,APA,COH,QBE,SUN,S32,ASX,SCG,S32,SUN,SUN,COH,BXB,SUN,BXB,SCG
RSG,AOG,SUL,SUL,ESG,CMW,PMV,BDR,BDR,SFR,BDR,PMV,CHC,IMD,WTF,TEN,IMD,CDU,AHG,IIN,MDL,IGR,EHL,GWA,SKE,NWH,AQA,EHL,CCP,BLY,HZN,FGE,AQP,AQP,NCM,AGL,GMG,GMG,FMG,GMG,ORI,NCM,NCM,AGL,AGL,NCM,LLC,LLC,NCM,LLC,AGL,APA,AGL,APA,SGP,SGP,ORG,SGP,SGP,SGP,AZJ,APA,APA,CTX,ORG,APA,ORG,APA,S32,RHC,ALL,ORG,AZJ,SGP,SGP,AZJ,SGP,SGP,AZJ,AZJ,TWE,QAN,TWE,TWE,TWE,TWE,TWE,TWE,AMP,COH,OSH,OSH,COH,ASX,APA,DXS,TWE,STO,STO,ORG,STO,AGL,AGL,ORG,TWE,APA,APA,S32,S32,ORG,APA,SHL,COH,COH,COH,SYD,APA,APA,QBE,AMC,SUN,AMC,ASX,S32,S32,SUN,SCG,S32,S32,SCG,RMD,COH,BXB
WEC,SPT,CHC,AOG,CHC,WTF,SFR,WTF,SFR,BDR,BTU,LNC,IGR,ACR,GUD,GWA,BDR,MDL,BBG,ALG,GWA,ACR,AQA,AQA,ACR,AQP,MTU,CDU,HZN,MGX,AQA,AMM1,AMM1,AMM1,ORI,ASX,SYD,SYD,GMG,ORI,NCM,LLC,ORI,ORI,LLC,LLC,ORI,NCM,APA,APA,LLC,LLC,CTX,SGP,S32,S32,RHC,CTX,NCM,CTX,VCX,AIO,GPT,ORG,AZJ,GPT,AZJ,RHC,ASX,APA,VCX,FMG,FMG,AZJ,AZJ,ALL,AZJ,AZJ,SGP,SGP,SGP,SGP,QAN,SGP,TAH,ASX,ASX,ASX,ASX,AMP,LLC,LLC,OSH,OSH,TWE,APA,DXS,DXS,APA,FMG,DXS,ORG,ORG,AGL,ORG,S32,S32,SHL,AGL,JHX,AGL,COH,SUN,SCG,JHX,IAG,SUN,XRO,RHC,SUN,COH,S32,STO,STO,SUN,SCG,S32,SCG,SCG,RMD,COH,RMD,COH
AUN1,SIG,SIG,SLX,SUL,SUL,BDR,ENV,SPT,WTF,SFR,IGR,MDL,EWC,GBG,MMS,TPG,SLX,ALG,AHG,SLX,NWH,MGX,MTU,NWH,BRU,NWH,DLS,BRU,HZN,AQP,MGX,CCP,CCP,CCL,CCL,ASX,NCM,SYD,NCM,FMG,ORI,LLC,FMG,ORI,ORI,NCM,RHC,STO,RHC,RHC,RHC,LLC,LLC,APA,RHC,CTX,RHC,RHC,VCX,RHC,GPT,AIO,GPT,GPT,AZJ,GPT,GPT,APA,AZJ,RHC,VCX,JHX,ASX,ALL,FMG,JHX,APA,QAN,ASX,ASX,LLC,SGP,ASX,SGP,TAH,COH,COH,COH,QAN,COH,COH,LLC,APA,OSH,TWE,APA,TWE,DXS,STO,TWE,APA,APA,APA,SHL,TWE,AGL,TWE,APA,COH,JHX,DXS,RHC,SUN,RHC,NST,RHC,SCG,IAG,IAG,S32,IAG,SUN,SUN,STO,NST,STO,AMC,AMC,COH,BXB,SUN,SUN
CMW,CMW,REA,WTF,GBG,GBG,ACR,CDD,GUD,A1M,A2B,A1M,SFR,MDL,CPL,CZA,MMS,BDR,IDL,WTF,EWC,SLX,NWH,ACR,AQA,MTU,KCN,WPP,SLR,SBM,MGX,AQP,SBM,SBM,ASX,CWN,CCL,ASX,ASX,ASX,LLC,ASX,ASX,LLC,ASX,ASX,SHL,GPT,RHC,STO,ASX,ASX,RHC,CTX,RHC,CTX,NCM,AIO,CTX,RHC,AIO,ASX,AZJ,AIO,S32,RHC,RHC,S32,JHX,ALL,ORG,SHL,ASX,JHX,ASX,APA,APA,ASX,ASX,FMG,QAN,TWE,AZJ,AZJ,ASX,SGP,JHX,JHX,JHX,OSH,APA,QAN,STO,COH,DXS,QAN,SHL,APA,OSH,APA,FMG,SHL,STO,SHL,APA,DXS,SHL,MGR,SHL,DXS,ORG,RMD,AGL,JHX,SUN,RHC,IAG,SUN,NST,APA,RHC,QBE,AMC,AMC,RHC,STO,IAG,RMD,RMD,STO,STO,AMC,RMD
MRM,REA,WTF,EXT,MRM,CPL,WTF,SFR,CDD,CDD,ACR,DML,EWC,SFR,MDL,MAH,GBG,WTF,BDR,SBM,WTF,EHL,ACR,NST,MTU,DLS,CDU,FWD,ASL,EWC,BLY,MML,VAH,VAH,SYD,SYD,CWN,CCL,CWN,CWN,ASX,FMG,FMG,ASX,RHC,SHL,ASX,ASX,GPT,GPT,GPT,SHL,ASX,RHC,CTX,NCM,AIO,QAN,GPT,AIO,GPT,QAN,RHC,QAN,CTX,JHX,JHX,JHX,SHL,SHL,FMG,APA,VCX,ALL,VCX,ASX,ASX,DXS,APA,QAN,FMG,AZJ,ASX,DXS,OSH,COH,LLC,QAN,STO,LLC,STO,STO,APA,LLC,LLC,OSH,COH,COH,SHL,SHL,SHL,STO,MGR,MGR,STO,SHL,DXS,AGL,COH,S32,STO,RHC,S32,AGL,SCG,SUN,SCG,A2M,SCG,RHC,IAG,RHC,RHC,RHC,AMC,AMC,AMC,BSL,IAG,AMC,AMC,RHC,AMC
AOG,SXL,CMW,SIG,FWD,RSG,CDD,SUL,GWA,PMV,ENV,PBG,GUD,ABP,ABP,FMS,MDL,GWA,WTF,WSA,IIN,IIN,CMJ,MGX,BRU,ACR,MGX,BRU,MXG,AQA,WSA,CCP,NXT,NXT,CWN,SHL,SHL,CWN,SHL,SHL,SHL,SHL,SHL,SHL,MGR,RHC,GPT,ORI,ORI,ASX,STO,GPT,STO,ORI,LLC,ASX,S32,GPT,JHX,NCM,QAN,RHC,ASX,AZJ,MPL,SHL,SHL,ASX,GPT,ORG,APA,ALL,ALL,VCX,APA,GPT,DXS,TWE,TWE,LLC,AZJ,ASX,COH,COH,AZJ,OSH,SHL,LLC,OSH,URW,QAN,APA,SHL,DXS,COH,COH,STO,SHL,TWE,GPT,A2M,COH,SHL,STO,MGR,AGL,MGR,COH,DXS,MGR,MGR,S32,JHX,NST,AGL,SCG,XRO,IAG,SUN,S32,APA,APA,IAG,APA,NST,IAG,SEK,STO,RHC,RHC,RHC,SEK,RHC
REA,AUN1,AOG,MRM,RSG,FWD,ENV,SIG,DML,GWA,ARB,GUD,ARB,GUD,GWA,GBG,SFR,CMJ,BRU,TEN,SBM,CMJ,WTF,A2B,TEN,AQA,FWD,WSA,WSA,MXG,CLO,NXT,WSA,WSA,GPT,MGR,LLC,GPT,JHX,LLC,GPT,MGR,MGR,GPT,GPT,GPT,RHC,SHL,ASX,SHL,MGR,MGR,SHL,GPT,SHL,LLC,GPT,JHX,QAN,SHL,ASX,AZJ,QAN,MPL,AIO,CTX,ASX,SHL,DXS,GPT,DXS,DXS,APA,APA,RHC,JHX,GPT,GPT,SHL,APA,DXS,DXS,DXS,QAN,JHX,SHL,QAN,SGP,LLC,STO,AMP,SHL,QAN,SHL,CPU,STO,QAN,OSH,GPT,TWE,APA,MGR,COH,TWE,AGL,MGR,TWE,DXS,MGR,APA,COH,AZJ,DXS,EVN,ORG,AGL,S32,NST,A2M,STO,STO,STO,NST,IAG,IAG,RHC,RHC,IAG,BSL,IAG,IAG,DXS,DXS
ESG,ASL,PXS,CMJ,CMJ,SPT,SUL,SPT,GBG,ACR,CDD,ARB,GWA,ARB,ACR,SFR,BBG,TEN,PBG,SLX,DLS,MGX,DLS,FWD,IGR,FWD,DLS,SDL,TRS,EVN,FGE,EVN,MML,MML,MGR,GPT,MGR,SHL,GPT,RHC,CWN,GPT,GPT,MGR,SHL,MGR,MGR,APA,SHL,MGR,ORI,ORI,GPT,STO,ORI,JHX,SHL,ASX,AIO,GPT,ORG,OSH,JHX,ASX,ASX,MPL,DXS,DXS,ALL,DXS,SHL,JHX,GPT,RHC,GPT,RHC,RHC,LLC,RHC,RHC,APA,COH,OSH,APA,COH,JHX,OSH,SHL,QAN,SGP,SHL,URW,DXS,SGP,SHL,SHL,GPT,GPT,FMG,OSH,COH,SGP,GPT,COH,COH,COH,COH,APA,JHX,AGL,SGP,SCG,ORG,ORG,DXS,RMD,NST,S32,S32,SGP,MGR,SGP,APA,NST,APA,TAH,RMD,RHC,MGR,MGR,DXS,STO,APA
ASL,ESG,MRM,REA,CPL,MRM,HT1,DML,A2B,CPL,MQA,MQA,DML,A2B,ARB,MDL,CHC,TPG,TPG,BDR,MGX,AHG,AHG,AHG,FWD,KCN,WTF,KCN,DLS,SKE,BDR,AGI,FGE,FGE,LLC,LLC,NCM,MGR,CCL,JHX,MGR,CWN,JHX,DXS,DXS,APA,APA,MGR,MGR,DXS,SHL,STO,ORI,ASX,JHX,QAN,JHX,S32,ASX,ASX,OSH,SHL,OSH,JHX,RHC,AIO,AIO,ALL,AZJ,CTX,ASX,ASX,DXS,TWE,TWE,DXS,VCX,SHL,LLC,TWE,LLC,APA,LLC,GPT,STO,AZJ,SGP,OSH,SGP,JHX,URW,DXS,URW,QAN,TAH,GPT,OSH,FMG,A2M,MGR,MGR,TWE,AZJ,A2M,GPT,GPT,SGP,JHX,TWE,RHC,S32,MGR,AZJ,S32,S32,EVN,ORG,EVN,EVN,DXS,DXS,SEK,SGP,DXS,SGP,DXS,TAH,NST,SEK,DXS,SEK,MGR,SEK
SXL,MRM,CZA,PXS,WTF,EXT,RSG,CMW,ARB,SPT,GWA,GWA,MQA,TEN,SFR,EWC,GCL,CHC,GWA,GWA,ACR,PMV,FWD,WTF,A2B,MGX,BRU,MTU,SKE,CCP,MXG,EWC,EVN,EVN,SHL,NCM,GPT,LLC,MGR,CCL,DXS,JHX,DXS,RHC,FMG,DXS,DXS,DXS,DXS,ORI,DXS,DXS,QAN,JHX,ASX,GPT,LLC,SHL,S32,QAN,JHX,ORG,ORG,RHC,OSH,ASX,S32,ORG,ORG,ASX,GPT,RHC,RHC,GPT,DXS,TWE,LLC,QAN,JHX,SHL,GPT,GPT,APA,JHX,DXS,DXS,AZJ,DXS,SHL,DXS,JHX,SGP,SGP,CPU,QAN,CPU,CPU,TAH,QAN,COH,GPT,A2M,TWE,GPT,AZJ,AZJ,AZJ,SGP,RHC,SGP,A2M,JHX,NST,APT,RMD,S32,STO,DXS,DXS,A2M,SEK,DXS,TAH,SGP,DXS,SGP,MGR,MGR,DXS,SEK,MGR,APA,MGR
CZA,SBM,BWP,MRU,MRU,REA,CMW,CPL,ENV,MQA,DML,ENV,MBN,CZA,CZA,ABP,TEN,GCL,CMJ,MQA,AHG,DML,PMV,WSA,GWA,CDU,SKE,WTF,FWD,MML,BRS,BRS,CLO,CLO,AIO,JHX,JHX,RHC,RHC,MGR,JHX,RHC,RHC,APA,APA,AIO,AIO,AIO,AIO,BEN,JHX,QAN,MGR,QAN,STO,AIO,ASX,LLC,DXS,DXS,LLC,JHX,SHL,OSH,JHX,DXS,MPL,CTX,CTX,JHX,JHX,GPT,SHL,DXS,JHX,VCX,FMG,RHC,FMG,VCX,COH,FMG,GPT,OSH,SHL,BLD,DXS,APA,DXS,APA,DXS,AMP,AMP,TAH,GPT,SGP,TAH,QAN,COH,A2M,OSH,GPT,SGP,AZJ,SGP,SGP,GPT,GPT,SGP,GPT,GPT,ORG,RMD,DXS,NST,XRO,DXS,SGP,RMD,MGR,SGP,NST,DXS,TAH,TAH,MGR,DXS,APA,NST,TAH,TAH,TAH,CPU
NVT,NVT,ABP,FWD,REA,HT1,FWD,A2B,BTU,SUL,A1M,A2B,CDD,GWA,DML,CPL,ACR,MMS,TEN,CMJ,CMJ,BBG,BRU,ASL,AHG,A2B,A2B,A2B,BLY,DLS,CCP,WSA,AGI,AGI,DXS,AIO,RHC,JHX,LLC,GPT,RHC,DXS,CPU,CPU,AIO,CPU,CPU,BEN,JHX,IPL,IPL,JHX,DXS,DXS,GPT,SHL,QAN,DXS,SHL,JHX,SHL,DXS,DXS,S32,DXS,S32,CTX,MGR,MGR,MGR,CTX,TWE,LLC,SHL,LLC,LLC,TWE,VCX,COH,DXS,RHC,MGR,MGR,STO,LLC,QAN,BLD,BLD,APA,SHL,SGP,BSL,TAH,URW,URW,TAH,SGP,SGP,TAH,QAN,QAN,AZJ,A2M,SGP,MPL,JHX,JHX,RHC,GPT,AZJ,RHC,NST,MGR,STO,XRO,ORG,EVN,STO,SGP,QAN,NST,MGR,QAN,SEK,SEK,SEK,NST,DXS,STO,SGP,SGP,NST,TAH
EQN1,PXS,GUD,A2B,EHL,CMJ,BTU,SBM,ACR,GUD,SPT,BSL,A1M,NVT,IMD,GUD,PBG,DML,CHC,EHL,EHL,FXL,IIN,PMV,MGX,GWA,GUD,SKE,EVN,WSA,DLS,MMS,GUD,GUD,RHC,CPU,AIO,AIO,DXS,DXS,CPU,CPU,APA,JHX,CPU,FMG,FMG,SEK,BEN,AIO,QAN,IPL,IPL,SHL,DXS,DXS,DXS,ORG,LLC,MGR,MGR,MGR,TWE,SHL,SHL,OSH,ALL,MPL,FMG,TWE,TWE,CTX,OSH,LLC,SHL,SHL,SHL,JHX,DXS,GPT,SHL,VCX,JHX,RHC,BLD,GPT,TAH,TAH,AZJ,BSL,BSL,JHX,BSL,AMP,SGP,VCX,AZJ,CPU,MGR,SGP,TAH,QAN,MPL,MPL,JHX,RHC,RHC,AZJ,QAN,LLC,LLC,MPL,STO,RMD,EVN,STO,AGL,MGR,STO,LLC,RMD,RMD,LLC,MGR,BSL,APA,SGP,TAH,SGP,QAN,CPU,CPU,NST
BWP,BWP,SBM,SFR,A2B,A2B,A2B,GUD,ESG,DML,GUD,CDD,TEN,ENV,A1M,BBG,ABP,SFR,SGR,PBG,WSA,MDL,IGR,IGR,CDU,TEN,TEN,TEN,WPP,BRS,AMM1,CLO,LNC,LNC,CPU,APA,CPU,CPU,CPU,CPU,APA,APA,AIO,CWN,CWN,JHX,SEK,CPU,SEK,JHX,AIO,CTX,JHX,MGR,QAN,STO,MGR,MPL,MGR,LLC,DXS,MPL,MPL,DXS,STO,ALL,OSH,OSH,TWE,FMG,MGR,MGR,MGR,OSH,MGR,OSH,MGR,CTX,GPT,JHX,CTX,SHL,CTX,LLC,GPT,LLC,CTX,STO,BSL,GPT,GPT,TAH,CPU,GPT,VCX,AZJ,VCX,MGR,AZJ,TAH,AZJ,OSH,OSH,RHC,LLC,LLC,LLC,LLC,AZJ,A2M,NST,TWE,EVN,AZJ,AZJ,DXS,SGP,AGL,MGR,RMD,QAN,TAH,SEK,BSL,MGR,BSL,BSL,SGP,APA,CPU,NST,IAG,IAG
EHL,ABP,GBG,GBG,ABP,ABP,SBM,ABP,FWD,A2B,ABP,TEN,A2B,CDD,ENV,ACR,ARB,SLR,AQA,SLR,BBG,DLS,SXL,CDU,DLS,AHG,BDR,GUD,CDU,A2B,NXT,SKE,MGX,MGX,APA,RHC,APA,APA,APA,SEK,SEK,SEK,CWN,AIO,JHX,SEK,JHX,JHX,CPU,SEK,TOL,MPL,AIO,IPL,MGR,ORI,MPL,IPL,IPL,MPL,IPL,LLC,LLC,LLC,MGR,TWE,STO,FMG,COH,COH,COH,LLC,TWE,MGR,OSH,MGR,OSH,MGR,BLD,COH,MGR,CTX,RHC,MGR,QAN,CTX,BSL,AZJ,GPT,AZJ,CPU,GPT,JHX,BSL,AZJ,URW,MGR,A2M,CPU,AZJ,SGP,TAH,RHC,OSH,A2M,QAN,QAN,QAN,A2M,MFG,RMD,XRO,XRO,MGR,STO,MFG,MFG,AZJ,LLC,NST,LLC,QAN,MGR,QAN,QAN,CPU,APA,MIN,TAH,BSL,BSL,SGP,BSL
SBM,CMJ,CMJ,GUD,GUD,EHL,SPT,FWD,TEN,ARB,NWH,CMW,PBG,PBG,BBG,PBG,SLR,PBG,SXY,DML,CDU,FWD,WSA,PBG,WTF,IIN,GWA,ACR,BDR,TRS,SKE,TRS,ACR,ACR,JHX,DXS,BEN,BEN,SEK,APA,CCL,AIO,CCL,BEN,SEK,BEN,BEN,CWN,CCL,QAN,CCL,AIO,TOL,AIO,AIO,MGR,IPL,MGR,MPL,IPL,TTS,TWE,MGR,MGR,TWE,STO,MGR,COH,LLC,LLC,LLC,QAN,CTX,CTX,COH,COH,COH,COH,CTX,BLD,VCX,RHC,SHL,VCX,RHC,RHC,A2M,GPT,TAH,TAH,TAH,AZJ,GPT,JHX,JHX,MGR,RMD,AZJ,SGP,CPU,CPU,MPL,TAH,TAH,QAN,TAH,TAH,A2M,LLC,RMD,AZJ,GPT,GPT,XRO,MFG,AZJ,RMD,MFG,QAN,SEK,BSL,GPT,BSL,GPT,GPT,RMD,CPU,SEK,DMP,APA,QAN,GPT,GPT
ABP,EHL,A2B,HT1,HT1,SBM,GUD,ACR,CPL,SXL,TEN,ABP,CPL,DML,NVT,ARB,CPL,ARB,WSA,BBG,BRU,TPG,MQA,BRU,SXL,SXY,ACR,MQA,TEN,WPP,RSG,VAH,A2B,A2B,WOR,BEN,DXS,IPL,AIO,AIO,AIO,CCL,BEN,SEK,BEN,CCL,CWN,CCL,IPL,CCL,CPU,CCL,MPL,CPU,IPL,IPL,ORI,ORI,ORI,S32,TWE,RMD,S32,TWE,LLC,LLC,COH,LLC,OSH,OSH,OSH,MPL,MPL,STO,MPL,CTX,CTX,FMG,VCX,CTX,MPL,BLD,BLD,SHL,APA,MPL,STO,CPU,RHC,MGR,AZJ,CPU,MGR,MGR,MGR,RMD,A2M,VCX,RHC,VCX,JHX,RHC,QAN,QAN,TAH,OSH,OSH,OSH,OSH,QAN,CTX,EVN,MFG,LLC,MGR,MGR,AZJ,RMD,GPT,GPT,GPT,ORG,GPT,LLC,RMD,QAN,GPT,MPL,MPL,DMP,GPT,BSL,SGP
CMJ,EQN1,AUN1,ABP,SFR,GUD,REA,GWA,ABP,ENV,PBG,CPL,ABP,A1M,SPT,GCL,WSA,ABP,SLR,TPG,BDR,SXL,ALG,TPG,PMV,ABP,MQA,GWA,MML,CDU,VAH,TEN,SKE,SKE,BEN,CFX,IPL,DXS,IPL,IPL,BEN,BEN,SEK,CCL,CCL,CWN,CCL,TTS,QAN,TTS,BEN,TOL,CCL,TTS,CPU,BEN,TTS,TTS,STO,RMD,ALL,TTS,RMD,STO,QAN,MGR,TWE,TWE,MPL,QAN,MPL,COH,STO,COH,CTX,MPL,QAN,OSH,MGR,MGR,JHX,OSH,VCX,BLD,BSL,STO,FMG,BSL,MGR,VCX,CTX,MGR,VCX,VCX,BSL,LLC,RHC,RHC,VCX,RHC,RHC,CPU,JHX,JHX,OSH,MPL,MPL,TAH,TAH,OSH,QAN,MFG,MPL,SGP,MPL,TWE,MGR,QAN,MFG,ORG,TAH,BSL,RMD,RMD,LLC,GPT,MIN,GPT,QAN,NST,APA,QAN,CHC
FWD,RRL,EHL,AZT,PXS,SFR,GWA,ESG,MQA,AWE,CMW,TPI,ENV,MRM,FWD,DML,GUD,AQA,MMS,MMS,SLR,MQA,TPG,IIN,KCN,WTF,SXY,ALG,WTF,LNC,AGI,ACR,TRS,TRS,CFX,SEK,SEK,TTS,BEN,BEN,IPL,IPL,IPL,TTS,IPL,TTS,TTS,IPL,TTS,CPU,TTS,CPU,CPU,MPL,MPL,CPU,DUE,CCL,TTS,TTS,MPL,ALL,ALL,ALL,COH,COH,LLC,STO,QAN,MPL,QAN,OSH,COH,MPL,BSL,CGF,MPL,BLD,OSH,BSL,BLD,JHX,STO,CTX,CTX,APA,GPT,A2M,CPU,CPU,VCX,VCX,BLD,AZJ,MPL,CTX,AMP,MPL,JHX,JHX,VCX,LLC,CPU,MFG,RHC,A2M,A2M,CTX,CTX,TAH,MFG,ORI,TWE,MFG,LLC,MPL,TAH,LLC,AGL,BSL,EVN,LLC,ORG,ORG,MPL,EVN,QAN,CPU,CPU,MPL,MPL,MPL,WTC
A2B,AVO,NVT,SBM,AZT,PBG,NWH,AUN1,AWE,ABP,SUL,SPT,QUB,CPL,A2B,SPT,DML,SXY,DML,KCN,NWH,WSA,PBG,ABP,ALG,SXL,ALG,SBM,A2B,GWA,WPP,GUD,WTF,WTF,IPL,TTS,TTS,CFX,BLD,BLD,BLD,BOQ,TTS,IPL,TTS,IPL,IPL,FMG,CWN,NVN,SEK,TTS,TTS,CCL,BEN,MPL,STO,DUE,DUE,STO,CPU,COH,COH,COH,ALL,QAN,FMG,QAN,STO,DUE,CGF,STO,DUE,ORI,BLD,BSL,CGF,CGF,ORI,OSH,OSH,MPL,MPL,MPL,MGR,VCX,CPU,CTX,BLD,FMG,MGR,CTX,AZJ,BLD,RMD,AMP,FMG,LLC,MPL,BSL,MPL,VCX,VCX,LLC,VCX,ORI,VCX,MPL,MPL,TWE,TWE,SGP,LLC,MPL,GPT,SEK,MPL,GPT,SEK,TAH,A2M,EVN,TWE,MPL,CPU,MPL,MPL,QAN,GPT,GPT,ORG,CHC,QAN
PXS,A2B,ASL,EHL,PBG,GWA,SIG,BTU,CMW,NWH,ESG,MRM,SLR,SXL,TPI,TPI,MRM,AQP,SBM,MRM,MMS,ABP,ABP,ALG,PBG,ALG,ABP,BLY,SFR,PRU,GUD,DLS,WPP,WPP,ILU,IPL,CFX,SEK,CFX,ILU,BOQ,CFX,BOQ,CFX,BOQ,AWC,BOQ,NVN,CTX,CWN,CWN,BEN,BEN,SEK,TTS,TTS,BEN,CPU,CCL,CPU,ORI,CPU,TTS,ORI,FMG,IPL,QAN,TTS,DUE,STO,ORI,ORI,ORI,BLD,STO,QAN,DUE,ORI,CGF,ORI,ORI,ORI,FMG,CGF,MPL,FMG,APA,RHC,A2M,RHC,BLD,MPL,A2M,RMD,CTX,A2M,MPL,CTX,CTX,MPL,LLC,JHX,LLC,VCX,RMD,VCX,ORI,ORI,RMD,XRO,XRO,STO,ORI,GPT,SGP,SGP,LLC,ORG,MPL,EVN,ORG,MPL,OSH,CPU,REA,LLC,REA,TWE,EDV,TWE,EDV,TWE,OZL
